accession,raw_file_count,total_file_count,title,submission_type,submission_date,publication_date,project_url
PXD018338,2,5,SWATH-based quantitative proteomics data derived from whole grain of Malaysian local pigmented and non-pigmented rice varieties,PARTIAL,2020-04-02,2020-04-27,https://www.ebi.ac.uk/pride/archive/projects/PXD018338
PXD018362,2,4,Organoid-trasplant model systems to study in vivo the effects of obesity on the pancreatic carcinogenesis,PARTIAL,2020-04-04,2020-05-26,https://www.ebi.ac.uk/pride/archive/projects/PXD018362
PXD018373,2,10,Conserved protein Pir2ARS2 mediates gene repression through cryptic introns in lncRNAs,COMPLETE,2020-04-04,2020-04-07,https://www.ebi.ac.uk/pride/archive/projects/PXD018373
PXD018392,2,4,Identification of differentially regulated proteins of Caenorhabditis elegans during Salmonella enterica Serovar Typhi exposure using Mass Spectrometry,PARTIAL,2020-04-06,2020-05-12,https://www.ebi.ac.uk/pride/archive/projects/PXD018392
PXD018461,2,26,Copper Limitation in Nitrososphaera viennensis,COMPLETE,2020-04-10,2020-07-15,https://www.ebi.ac.uk/pride/archive/projects/PXD018461
PXD018589,2,39,SMD-IPTL 4-plex yeast and BSA-yeast,COMPLETE,2020-04-15,2020-04-27,https://www.ebi.ac.uk/pride/archive/projects/PXD018589
PXD018681,2,11,"NRS1, a nitrogen source-regulated microprotein, confers an alternative mechanism of G1/S transcriptional activation in budding yeast",COMPLETE,2020-04-20,2021-08-25,https://www.ebi.ac.uk/pride/archive/projects/PXD018681
PXD018682,2,12,MS analysis of SARS-CoV2 proteins from patient samples,COMPLETE,2020-04-20,2020-04-24,https://www.ebi.ac.uk/pride/archive/projects/PXD018682
PXD018726,2,38,"Proteomic Investigations of Two Pakistani Naja Snake Venoms Species Unravel the Venom Complexity, Posttranslational Modifications and Presence of Extracellular Vesicles",COMPLETE,2020-04-22,2020-10-29,https://www.ebi.ac.uk/pride/archive/projects/PXD018726
PXD018727,2,13,Arabidopsis CASEIN KINASE 2 controls Aluminium toxicity and phosphate deficiency through control of the DNA damage response,PARTIAL,2020-04-22,2021-03-29,https://www.ebi.ac.uk/pride/archive/projects/PXD018727
PXD018749,2,6,The Mi-2 nucleosome remodeler and the Rpd3 histone deacetylase are involved in piRNA-guided heterochromatin formation,COMPLETE,2020-07-21,2020-07-21,https://www.ebi.ac.uk/pride/archive/projects/PXD018749
PXD018790,2,7,A Collision-induced Dissociation Cleavable Isobaric Tag for Peptide Fragment Ion-based Quantification in Proteomics,PARTIAL,2020-04-24,2020-08-17,https://www.ebi.ac.uk/pride/archive/projects/PXD018790
PXD018795,2,6,Spectral library for targeted analysis of mouse kidney cortical collecting duct,PARTIAL,2020-04-24,2020-12-21,https://www.ebi.ac.uk/pride/archive/projects/PXD018795
PXD018806,2,11,Tandem Mass Tag proteomics in CHCHD10 patient cells,COMPLETE,2020-04-26,2022-04-04,https://www.ebi.ac.uk/pride/archive/projects/PXD018806
PXD018867,2,13,Insights into the natural defences of a coral reef fish against gill ectoparasites: integrated metabolome and microbiome approach.,COMPLETE,2020-04-28,2020-11-25,https://www.ebi.ac.uk/pride/archive/projects/PXD018867
PXD018889,2,4,Identification of SjEV proteins between male and female schistosomes,PARTIAL,2020-04-29,2020-08-19,https://www.ebi.ac.uk/pride/archive/projects/PXD018889
PXD018945,2,7,Nuclear moonlighting of cytosolic glyceraldehyde-3-phosphate dehydrogenase regulates Arabidopsis response to heat stress,COMPLETE,2020-06-15,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD018945
PXD018975,2,8,Cortical actin tension regulates secretory protein trafficking  and the endoplasmic reticulum stress response,PARTIAL,2020-05-05,2022-06-10,https://www.ebi.ac.uk/pride/archive/projects/PXD018975
PXD019032,2,20,A Cytoskeletal Protein Complex is Essential for Division of Intracellular Amastigotes of Leishmania mexicana (LAND-483 and LAND-536),PARTIAL,2020-05-07,2020-08-17,https://www.ebi.ac.uk/pride/archive/projects/PXD019032
PXD019047,2,14,HDX-MS reveals the perturbed structural dynamics underlie inhibition and altered specificity of the multidrug efflux pump AcrB,PARTIAL,2020-08-18,2020-10-07,https://www.ebi.ac.uk/pride/archive/projects/PXD019047
PXD019059,2,11,Aberrant membrane lipid composition and biophysical properties contribute to impair calcium exchanges in elliptocytosis - A severe case study,COMPLETE,2020-05-08,2020-08-04,https://www.ebi.ac.uk/pride/archive/projects/PXD019059
PXD019110,2,8,Structural basis of human full-length kindlin-3 homotrimer in an auto-inhibited state,PARTIAL,2020-05-12,2020-06-08,https://www.ebi.ac.uk/pride/archive/projects/PXD019110
PXD019121,2,7,Cell wall proteome of Tuwongella immobilis,PARTIAL,2020-05-12,2020-08-10,https://www.ebi.ac.uk/pride/archive/projects/PXD019121
PXD019137,2,5,Proline hydroxylation of ChREBP,PARTIAL,2020-05-13,2020-10-19,https://www.ebi.ac.uk/pride/archive/projects/PXD019137
PXD019163,2,4,Glycosylation analysis of SARS-CoV-2 S and hCoV-HKU1 S,PARTIAL,2020-05-13,2020-06-18,https://www.ebi.ac.uk/pride/archive/projects/PXD019163
PXD019202,2,8,Bacillus subtilis RNase M5 cleaves dsRNA in two steps via a two Mg2+-ion dependent mechanism,PARTIAL,2020-05-14,2021-02-10,https://www.ebi.ac.uk/pride/archive/projects/PXD019202
PXD019203,2,3,Actin Methionine Methylation HPLC-MS/MS analysis,PARTIAL,2020-05-14,2020-06-24,https://www.ebi.ac.uk/pride/archive/projects/PXD019203
PXD019430,2,9,VAV3 in ERBB4-mediated cancer cell migration,PARTIAL,2020-05-28,2020-06-24,https://www.ebi.ac.uk/pride/archive/projects/PXD019430
PXD019441,2,4,: Proteome of Prostate Cell Line-derived Extracellular Vesicles,PARTIAL,2020-05-28,2020-06-27,https://www.ebi.ac.uk/pride/archive/projects/PXD019441
PXD019590,2,10,Wobble tRNA modification dependent protein aggregates modification,COMPLETE,2020-06-04,2021-02-24,https://www.ebi.ac.uk/pride/archive/projects/PXD019590
PXD019676,2,7,The interplay between GTP cyclohydrolase and the HSP90 chaperone machinery induces epithelial-to-mesenchymal transition through epidermal growth factor receptor signaling in breast cancer,COMPLETE,2022-05-11,2022-05-11,https://www.ebi.ac.uk/pride/archive/projects/PXD019676
PXD019750,2,6,Coordinate β-adrenergic inhibition of mitochondrial activity and angiogenesis arrest tumor growth,COMPLETE,2020-06-15,2020-06-28,https://www.ebi.ac.uk/pride/archive/projects/PXD019750
PXD019896,2,7,RNAseJ pull down to identify associated proteins,COMPLETE,2020-06-19,2023-06-22,https://www.ebi.ac.uk/pride/archive/projects/PXD019896
PXD019923,2,6,USP11 deubiquitinates monoubiquitinated SPRTN to repair DNA-protein crosslinks,PARTIAL,2020-06-22,2021-04-01,https://www.ebi.ac.uk/pride/archive/projects/PXD019923
PXD019931,2,7,Ub-like SAMP1 and its associated proteins,COMPLETE,2020-06-22,2023-06-22,https://www.ebi.ac.uk/pride/archive/projects/PXD019931
PXD019932,2,7,"RNase J, RecJ3, RNase J, RecJ3, Cdc48a and Cas7 co-purify with RecJ4-StrepII in the presence of γATP. and Cas7 co-purify with RecJ4-StrepII in the presence of γATP.",COMPLETE,2020-06-22,2023-06-22,https://www.ebi.ac.uk/pride/archive/projects/PXD019932
PXD019939,2,5,Analysis of SARS-CoV-2 S protein by LC-MS,PARTIAL,2020-06-22,2020-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD019939
PXD019954,2,6,Receptor identification of Cyr61 on hunan colorectal cancer cell by LC-MS,PARTIAL,2020-06-22,2022-02-15,https://www.ebi.ac.uk/pride/archive/projects/PXD019954
PXD020008,2,54,CB1 receptor-mediated inhibitory LTD triggers presynaptic remodeling via protein synthesis and ubiquitination,COMPLETE,2020-06-25,2020-09-23,https://www.ebi.ac.uk/pride/archive/projects/PXD020008
PXD020010,2,3,Characterization of METTL9-mediated methylation of DNAJB12,PARTIAL,2020-06-25,2020-11-19,https://www.ebi.ac.uk/pride/archive/projects/PXD020010
PXD020081,2,3,Phosphorylation level of SIRT1 in proliferating and senescent IMR90 cells,PARTIAL,2020-06-29,2020-09-29,https://www.ebi.ac.uk/pride/archive/projects/PXD020081
PXD020090,2,4,Identification of novel 53BP1 associated proteins,PARTIAL,2020-06-29,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD020090
PXD020098,2,4,Biotin-modified cardiac-hypertrophy-associated piRNA (CHAPIR) pulldown proteins,PARTIAL,2020-06-29,2024-07-04,https://www.ebi.ac.uk/pride/archive/projects/PXD020098
PXD020100,2,9,Equine gluteal muscle LC-MSMS: Thoroughbred,COMPLETE,2020-06-29,2021-01-07,https://www.ebi.ac.uk/pride/archive/projects/PXD020100
PXD020133,2,8,CaMKK2 Inactivation by cAMP-PKA Signaling and 14-3-3 Adaptor Proteins,PARTIAL,2020-07-01,2020-11-06,https://www.ebi.ac.uk/pride/archive/projects/PXD020133
PXD020190,2,7,The trypanosome UDP-glucose pyrophosphorylase is active in both the glycosomal and cytosolic compartments and is imported into glycosomes by piggybacking,PARTIAL,2020-07-03,2021-06-10,https://www.ebi.ac.uk/pride/archive/projects/PXD020190
PXD020213,2,3,Identification of GltB-interacting proteins by CoIP-MS,PARTIAL,2020-07-06,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD020213
PXD020223,2,6,Small extracellular vesicles-delivered LSD1 promotes gastric cancer cell stemness,PARTIAL,2020-07-06,2021-12-22,https://www.ebi.ac.uk/pride/archive/projects/PXD020223
PXD020359,2,5,Isolation and mass spectrometry analysis of Atg9 vesicles from Saccharomyces cerevisiae,PARTIAL,2020-07-14,2022-03-03,https://www.ebi.ac.uk/pride/archive/projects/PXD020359
PXD020418,2,7,Exploring GPCR-arrestin interfaces with genetically encoded crosslinkers,COMPLETE,2020-07-17,2020-09-21,https://www.ebi.ac.uk/pride/archive/projects/PXD020418
PXD020494,2,452,Pathological pathways and biomarker in Mucolipidosis type IV mice and post mortem patient.,PARTIAL,2020-07-22,2021-08-10,https://www.ebi.ac.uk/pride/archive/projects/PXD020494
PXD020525,2,5,Structural basis of ubiquitination mediated by protein splicing in early Eukarya,PARTIAL,2020-07-23,2021-01-18,https://www.ebi.ac.uk/pride/archive/projects/PXD020525
PXD020607,2,3,The component parts of bacteriophage virions accurately defined by a new machine-learning approach built on evolutionary features.,PARTIAL,2020-07-28,2021-04-30,https://www.ebi.ac.uk/pride/archive/projects/PXD020607
PXD020665,2,9,Identification of new proteins related with cisplatin resistance in S. cerevisiae,PARTIAL,2020-07-31,2021-02-25,https://www.ebi.ac.uk/pride/archive/projects/PXD020665
PXD020667,2,7,A new role for the DEAD-box RNA helicase DDX3 in co-translational protein quality control,PARTIAL,2020-07-31,2021-07-23,https://www.ebi.ac.uk/pride/archive/projects/PXD020667
PXD020732,2,11,Lysine acetylation of F-actin decreases tropomyosin-based inhibition of actomyosin activity,COMPLETE,2020-08-05,2020-09-04,https://www.ebi.ac.uk/pride/archive/projects/PXD020732
PXD020734,2,21,Peli1-mediated TSC1 ubiquitination site,PARTIAL,2020-08-05,2020-11-23,https://www.ebi.ac.uk/pride/archive/projects/PXD020734
PXD020749,2,5,Affinity purification of biotinylated AtACINUS and Mass Spectrometric analysis to identify PTMs on AtACINUS,PARTIAL,2020-08-05,2020-12-02,https://www.ebi.ac.uk/pride/archive/projects/PXD020749
PXD020770,2,6,Proteome and Phosphoproteome of AhR-dependent non-genomic signaling in endotoxin-activated macrophages,PARTIAL,2020-08-06,2021-03-30,https://www.ebi.ac.uk/pride/archive/projects/PXD020770
PXD020818,2,4,The length distribution of MHC-I binding peptides,PARTIAL,2020-08-10,2022-02-25,https://www.ebi.ac.uk/pride/archive/projects/PXD020818
PXD020912,2,7,Citrus sinensis challenged with LotP,COMPLETE,2020-08-14,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD020912
PXD020943,2,9,NIK expression stimulated G6PD phosphorylation,COMPLETE,2020-08-17,2020-10-05,https://www.ebi.ac.uk/pride/archive/projects/PXD020943
PXD020982,2,6,MS/MS analysis of Ub-conjugated UbcH7 ubiquitination sites,PARTIAL,2020-08-19,2021-04-16,https://www.ebi.ac.uk/pride/archive/projects/PXD020982
PXD021016,2,3,Murine alveolar macrophage cell line MH-S was transduced with lentivirus expressing GFP alone or GFP plus murine MFSD7C tagged with Myc and FLAG epitopes.,PARTIAL,2020-08-20,2020-08-20,https://www.ebi.ac.uk/pride/archive/projects/PXD021016
PXD021039,2,18,Mass spectrometry runs and analysis of host proteins co-immunoprecipitated with RABV M protein,PARTIAL,2020-08-21,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD021039
PXD021142,2,6,Phosphoproteomic response in nitrosamine-exposed mice,PARTIAL,2020-08-26,2021-02-10,https://www.ebi.ac.uk/pride/archive/projects/PXD021142
PXD021144,2,37,Mapping the Host Circulating Exosome Response to SARS-CoV-2,PARTIAL,2020-08-26,2021-03-18,https://www.ebi.ac.uk/pride/archive/projects/PXD021144
PXD021231,2,5,Shotgun  proteomics of Cutibacterium granulosum VPI 0507,PARTIAL,2020-09-01,2021-04-26,https://www.ebi.ac.uk/pride/archive/projects/PXD021231
PXD021306,2,7,PI3Kalpha Immunocomplex Identification,COMPLETE,2020-09-04,2022-02-16,https://www.ebi.ac.uk/pride/archive/projects/PXD021306
PXD021423,2,4,Global Lysine Crotonylation Alterations of Host Cell Proteins Caused by Brucella GNAT Containing Effector BspF,PARTIAL,2020-09-11,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD021423
PXD021513,2,3,Biostimulant impacts of Glutacetine® and derivated formulations on bread wheat grain proteome,PARTIAL,2020-09-16,2021-05-21,https://www.ebi.ac.uk/pride/archive/projects/PXD021513
PXD021536,2,7,Heat stress triggers protein secretion into the extracellular matrix of sorghum cell suspension cultures,PARTIAL,2020-09-17,2020-10-29,https://www.ebi.ac.uk/pride/archive/projects/PXD021536
PXD021544,2,3,Human cancer cell MCF-7 IP-PTEN MS,PARTIAL,2020-09-17,2022-04-04,https://www.ebi.ac.uk/pride/archive/projects/PXD021544
PXD021591,2,3,Structural basis of heterotetrameric assembly and disease mutations in the human cis-prenyltransferase complex.,PARTIAL,2020-09-21,2022-02-15,https://www.ebi.ac.uk/pride/archive/projects/PXD021591
PXD021604,2,10,Cellular States Dictate Adaptive Signaling Responses to KRASG12C Inhibition: Tyrosine Phosphorylation,COMPLETE,2020-09-22,2021-02-15,https://www.ebi.ac.uk/pride/archive/projects/PXD021604
PXD021662,2,7,AIM32 is a dual-localized 2Fe-2S mitochondrial protein that functions in redox quality control,COMPLETE,2020-09-24,2022-02-16,https://www.ebi.ac.uk/pride/archive/projects/PXD021662
PXD021676,2,6,T7 DNA Polymerase with fluorescent unnatural amino acid,COMPLETE,2020-09-25,2020-10-19,https://www.ebi.ac.uk/pride/archive/projects/PXD021676
PXD021713,2,8,Quantitative analysis of rtPA-associated ICH protein serum and plasma biomarkers in acute ischemic stroke,PARTIAL,2020-09-28,2021-11-25,https://www.ebi.ac.uk/pride/archive/projects/PXD021713
PXD021782,2,6,Identification of N-linked glycosylated peptides in the open ocean diatom Thalassiosira oceanica,PARTIAL,2020-10-02,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD021782
PXD021823,2,4,Systematic analysis of intronic microRNAs reveals cooperativity within the multi-component FTX locus to promote colon cancer development,PARTIAL,2020-10-05,2021-01-05,https://www.ebi.ac.uk/pride/archive/projects/PXD021823
PXD021873,2,6,Molecular architecture and domain arrangement of the placental malaria protein VAR2CSA suggests a model for carbohydrate binding,PARTIAL,2020-10-07,2020-12-02,https://www.ebi.ac.uk/pride/archive/projects/PXD021873
PXD021996,2,8,A novel structure of GPI anchored proteins,COMPLETE,2020-10-15,2022-05-31,https://www.ebi.ac.uk/pride/archive/projects/PXD021996
PXD022080,2,8,"The MbovP280 of mycoplasma bovis immunoprecipitates with the wole cell lysates of bovine macrophage (BoMac),and then LC-MS/MS was used to identify the MbovP280-binding ligands",PARTIAL,2020-10-19,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD022080
PXD022110,2,24,Identification of novel protein-coding sequences in Eucalyptus grandis plants by high-resolution mass spectrometry,PARTIAL,2020-10-21,2021-01-07,https://www.ebi.ac.uk/pride/archive/projects/PXD022110
PXD022178,2,6,Proteomic Analysis of Foxc1-interacting proteins in HEK293T cells,PARTIAL,2020-10-26,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD022178
PXD022311,2,7,Cancer-secreted miRNAs regulate amino-acid-induced mTORC1 signaling and fibroblast protein synthesis,PARTIAL,2020-11-03,2020-11-24,https://www.ebi.ac.uk/pride/archive/projects/PXD022311
PXD022401,2,4,Nicotiana benthamiana AP-MS for TSWV NSs,PARTIAL,2020-11-06,2021-01-04,https://www.ebi.ac.uk/pride/archive/projects/PXD022401
PXD022410,2,5,Phosphorylation of Rif1 by Plk1,PARTIAL,2020-11-06,2021-08-26,https://www.ebi.ac.uk/pride/archive/projects/PXD022410
PXD022413,2,3,An early endosomal network participates to enterocyte functions and intestinal  homeostasis,PARTIAL,2020-11-06,2022-08-12,https://www.ebi.ac.uk/pride/archive/projects/PXD022413
PXD022524,2,6,PAM complex sequesters from TIM translocon and becomes part of an insoluble protein fraction under protein folding stress,PARTIAL,2020-11-13,2022-09-03,https://www.ebi.ac.uk/pride/archive/projects/PXD022524
PXD022542,2,3,Identification of chromatin-associated proteins occupying the promoter region of CDKN1A,PARTIAL,2020-11-16,2021-09-07,https://www.ebi.ac.uk/pride/archive/projects/PXD022542
PXD022598,2,4,Post-translational modification analysis of VDAC1 in ALS-SOD1 model cells reveals specific asparagine and glutamine deamination,PARTIAL,2020-11-18,2020-12-10,https://www.ebi.ac.uk/pride/archive/projects/PXD022598
PXD022641,2,6,High fat diet mice intestinal epithelial exosomal proteins were analyzed by MSMS.,PARTIAL,2020-11-20,2021-03-23,https://www.ebi.ac.uk/pride/archive/projects/PXD022641
PXD022646,2,4,HpZ-interactome-analysis in hepatoma cells,PARTIAL,2020-11-20,2021-03-06,https://www.ebi.ac.uk/pride/archive/projects/PXD022646
PXD022668,2,8,Distinct extracellular-matrix remodeling events precede symptoms of inflammation,PARTIAL,2020-11-23,2020-12-02,https://www.ebi.ac.uk/pride/archive/projects/PXD022668
PXD022682,2,4,Lipocalin 13 enhances insulin secretion but is dispensable for systemic metabolic control,PARTIAL,2020-11-24,2021-02-02,https://www.ebi.ac.uk/pride/archive/projects/PXD022682
PXD022712,2,124,Integrative analysis of two russeted and non-russeted closely related apple varieties during fruit development provides new insights about the cuticle/suberin interplay,PARTIAL,2020-11-24,2022-02-22,https://www.ebi.ac.uk/pride/archive/projects/PXD022712
PXD022717,2,3,SMC Complexes Are Guarded by the SUMO Protease Ulp2 Against SUMO-Chain-Mediated Turnover,PARTIAL,2020-11-25,2021-08-05,https://www.ebi.ac.uk/pride/archive/projects/PXD022717
PXD022811,2,10,SOX4 AND SMARCA4 COOPERATIVELY REGULATE PI3K SIGNALING THROUGH TRANSCRIPTIONAL ACTIVATION OF TGFBR2 IN BASAL LIKE BREAST CANCER,COMPLETE,2020-11-30,2021-03-02,https://www.ebi.ac.uk/pride/archive/projects/PXD022811
PXD022869,2,8,Structural basis of chaperone regulation by a post-translational modification,COMPLETE,2020-12-02,2021-04-27,https://www.ebi.ac.uk/pride/archive/projects/PXD022869
PXD022987,2,10,The Ubiquitin-Specific Protease USP36 Promotes Small Nucleolar Ribonucleoprotein Group SUMOylation and is Essential for Ribosome Biogenesis,PARTIAL,2020-12-08,2021-03-29,https://www.ebi.ac.uk/pride/archive/projects/PXD022987
PXD022997,2,3,Loss of α-actinin-3 during human evolution provides superior cold resilience and muscle heat generation,PARTIAL,2020-12-08,2021-03-16,https://www.ebi.ac.uk/pride/archive/projects/PXD022997
PXD022998,2,8,Evaluation of the p53 isoform Δ133p53β aggregation capacity,PARTIAL,2020-12-08,2021-06-04,https://www.ebi.ac.uk/pride/archive/projects/PXD022998
PXD023214,2,5,Proteomics analysis of fermentation broth under different nitrogen sources in Starmerella bombicola,PARTIAL,2020-12-18,2022-02-16,https://www.ebi.ac.uk/pride/archive/projects/PXD023214
PXD023251,2,4,Mass spectrometry analysis of proteins interacting with STC1,PARTIAL,2020-12-21,2020-12-23,https://www.ebi.ac.uk/pride/archive/projects/PXD023251
PXD023258,2,7,BUB-1 targets PP2A:B56 to regulates chromosome congression during meiosis I in C. elegans oocytes,PARTIAL,2020-12-21,2021-08-23,https://www.ebi.ac.uk/pride/archive/projects/PXD023258
PXD023284,2,3,HLA binding of self-peptides is biased towards proteins with specific molecular functions,PARTIAL,2020-12-23,2026-05-28,https://www.ebi.ac.uk/pride/archive/projects/PXD023284
PXD023352,2,8,Gas plasma combined with antibiotics for the eradication of methicillin-resistant Staphylococcus aureus biofilm,COMPLETE,2021-01-04,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD023352
PXD023415,2,6,The nucleolus functions as the compartment for histone 1 H2B protein degradation,PARTIAL,2021-01-05,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD023415
PXD023428,2,9,Autophagy in PDGFRα+ Mesenchymal Cells is Essential for Intestinal Stem Cell Survival: MALDI data,PARTIAL,2021-01-06,2022-05-26,https://www.ebi.ac.uk/pride/archive/projects/PXD023428
PXD023479,2,9,Nuclear SIRT3 counteracts human stem cell senescence,PARTIAL,2021-01-08,2021-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD023479
PXD023533,2,8,Rab5a-VPS34 unnatural amino acid mediated crosslinking,COMPLETE,2021-01-12,2021-12-21,https://www.ebi.ac.uk/pride/archive/projects/PXD023533
PXD023656,2,6,3 days injured in vivo ASCs proteome,COMPLETE,2021-01-18,2021-11-04,https://www.ebi.ac.uk/pride/archive/projects/PXD023656
PXD023722,2,5,Protein idetification by using DNA pull-down & MS assay,PARTIAL,2021-01-21,2021-03-23,https://www.ebi.ac.uk/pride/archive/projects/PXD023722
PXD023778,2,3,Proteomic Analysis of the human Myocardium in non-hypertrophic control and hypertrophy patients,PARTIAL,2021-06-07,2021-06-14,https://www.ebi.ac.uk/pride/archive/projects/PXD023778
PXD023781,2,6,SARS-CoV-2 infects brain astrocytes of COVID-19 patients and impairs neuronal viability,COMPLETE,2021-01-25,2022-09-01,https://www.ebi.ac.uk/pride/archive/projects/PXD023781
PXD023790,2,5,HAX1 controls mitochondrial proteostasis,PARTIAL,2021-01-25,2022-05-19,https://www.ebi.ac.uk/pride/archive/projects/PXD023790
PXD023831,2,7,Post-translational modification mapping - CRK10 WT and crk10-A397T kinase domain,PARTIAL,2021-01-26,2023-07-20,https://www.ebi.ac.uk/pride/archive/projects/PXD023831
PXD023957,2,5,The phosphorylation of the Smad2/3 linker region by Nemo-like kinase regulates TGF-β signaling,PARTIAL,2021-02-03,2021-09-10,https://www.ebi.ac.uk/pride/archive/projects/PXD023957
PXD023959,2,4,Ubiquitinated sites on VPS34 by UBE3C LC-MSMS,PARTIAL,2021-02-03,2021-02-19,https://www.ebi.ac.uk/pride/archive/projects/PXD023959
PXD023962,2,4,Spruce dehydrins analysis by LC-MS/MS,PARTIAL,2021-02-03,2021-03-03,https://www.ebi.ac.uk/pride/archive/projects/PXD023962
PXD024031,2,6,Proteomic analysis of small extracellular vesicles released from polarized MDCK cells,PARTIAL,2021-02-08,2021-03-03,https://www.ebi.ac.uk/pride/archive/projects/PXD024031
PXD024054,2,20,Human mitochondrial protein import proteomics LFQ,COMPLETE,2021-02-08,2021-12-18,https://www.ebi.ac.uk/pride/archive/projects/PXD024054
PXD024059,2,13,The plant thimet oligopeptidases TOP1 and TOP2 have divergent redox sensitivities and substrate cleavage specificity,COMPLETE,2021-02-08,2021-04-19,https://www.ebi.ac.uk/pride/archive/projects/PXD024059
PXD024065,2,15,Interaction of Hsp70 Ssb1 and atypical Hsp70 Ssz1,COMPLETE,2021-02-08,2021-08-26,https://www.ebi.ac.uk/pride/archive/projects/PXD024065
PXD024066,2,6,Human mitochondrial protein import proteomics - Proteinase K control,PARTIAL,2021-02-08,2021-12-20,https://www.ebi.ac.uk/pride/archive/projects/PXD024066
PXD024083,2,10,TMT-based proteomics of longissimus lumborum muscle in newly weaned piglets after dietary Spirulina inclusion and enzyme supplementation,PARTIAL,2021-02-09,2021-05-24,https://www.ebi.ac.uk/pride/archive/projects/PXD024083
PXD024101,2,36,Community Evaluation of Glycoproteomics Informatics Solutions Reveals High-Performance Search Strategies for Glycopeptide Analysis,PARTIAL,2021-02-10,2021-11-03,https://www.ebi.ac.uk/pride/archive/projects/PXD024101
PXD024143,2,3,"A Mid-Holocene reindeer antler from Regstrup, Sjælland, Denmark",PARTIAL,2021-02-11,2021-11-25,https://www.ebi.ac.uk/pride/archive/projects/PXD024143
PXD024223,2,19,Compatibility of distinct label-free proteomic workflows in absolute quantification of proteins linked to the oocyte quality in human follicular fluid (the Triple-Quad TOF workflow),PARTIAL,2021-02-17,2021-07-23,https://www.ebi.ac.uk/pride/archive/projects/PXD024223
PXD024253,2,30,Retention time as an extra dimension for proteome-wide cross-link identification,COMPLETE,2021-02-19,2021-07-29,https://www.ebi.ac.uk/pride/archive/projects/PXD024253
PXD024343,2,3,Coiled-Coil Domain-Containing 68 Downregulation Promotes Colorectal Cancer Cell Growth by Inhibiting ITCH-Mediated CDK4 Degradation,PARTIAL,2021-02-24,2021-04-14,https://www.ebi.ac.uk/pride/archive/projects/PXD024343
PXD024373,2,6,Screening HIF-1 Cofactors in Breast Cancer Cells by RIME,COMPLETE,2021-02-25,2022-02-17,https://www.ebi.ac.uk/pride/archive/projects/PXD024373
PXD024494,2,9,LC-MS/MS analysis of p-Npl3 experiment,COMPLETE,2021-03-03,2021-04-20,https://www.ebi.ac.uk/pride/archive/projects/PXD024494
PXD024599,2,6,Dynamic methylation of histone H3K18 in differentiating Theileria parasites,PARTIAL,2021-03-09,2021-03-25,https://www.ebi.ac.uk/pride/archive/projects/PXD024599
PXD024603,2,4,ArfGAP1 inhibits mTORC1 lysosomal localization and activation,PARTIAL,2021-03-09,2021-04-01,https://www.ebi.ac.uk/pride/archive/projects/PXD024603
PXD024638,2,9,Venom proteomic analysis of two medically important Nigerian viperidae (Echis ocellatus and Bitis arietans) snake species,COMPLETE,2021-03-10,2021-03-11,https://www.ebi.ac.uk/pride/archive/projects/PXD024638
PXD024672,2,10,Indentification of B7H3 WT/NQ N-Glycosites,PARTIAL,2021-03-15,2021-03-15,https://www.ebi.ac.uk/pride/archive/projects/PXD024672
PXD024693,2,6,Identification of circGlis3 binding proteins in MS-1 cells by LC-MS,PARTIAL,2021-03-12,2021-11-15,https://www.ebi.ac.uk/pride/archive/projects/PXD024693
PXD024874,2,4,DOT1L AP-MS in human K562 cells to characterize its associated proteins,PARTIAL,2021-03-19,2021-06-18,https://www.ebi.ac.uk/pride/archive/projects/PXD024874
PXD024921,2,13,TMT-based proteomic analysis of CSF in dogs with intervertebral disc herniation,PARTIAL,2021-03-22,2021-11-25,https://www.ebi.ac.uk/pride/archive/projects/PXD024921
PXD024966,2,7,EAE Optic Nerve Injections with LPC 18:1 (iTRAQ),COMPLETE,2021-03-24,2022-02-17,https://www.ebi.ac.uk/pride/archive/projects/PXD024966
PXD024996,2,3,iTRAQ analysis of Metformin treated AGS cells,PARTIAL,2021-03-25,2021-09-10,https://www.ebi.ac.uk/pride/archive/projects/PXD024996
PXD025001,2,15,ATG7KO SILAC Secretome_Proteome,PARTIAL,2021-03-25,2021-09-10,https://www.ebi.ac.uk/pride/archive/projects/PXD025001
PXD025072,2,12,Efficiency of isotopic labbeling in whole Drosophila body,COMPLETE,2021-03-29,2021-09-22,https://www.ebi.ac.uk/pride/archive/projects/PXD025072
PXD025106,2,7,Silver binding proteins in S. aureus,PARTIAL,2021-03-30,2021-09-10,https://www.ebi.ac.uk/pride/archive/projects/PXD025106
